From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology IDs	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology (molecular function)	Gene Ontology (GO)
Q0JZG2	Q0JZG2	unreviewed	Q0JZG2_CUPNH	Transcriptional regulator, LysR-family	H16_B2080	GO:0003700			DNA-binding transcription factor activity [GO:0003700]	DNA-binding transcription factor activity [GO:0003700]
F2QLA1	F2QLA1	unreviewed	F2QLA1_KOMPC	High affinity glucose transporter	GTH1 PP7435_Chr1-0007	GO:0008643; GO:0016021; GO:0022857	integral component of membrane [GO:0016021]	carbohydrate transport [GO:0008643]	transmembrane transporter activity [GO:0022857]	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]; carbohydrate transport [GO:0008643]
F2QWE9	F2QWE9	unreviewed	F2QWE9_KOMPC	Monocarboxylate/proton symporter of the plasma membrane	JEN1 PP7435_Chr3-0773	GO:0016021; GO:0022857	integral component of membrane [GO:0016021]		transmembrane transporter activity [GO:0022857]	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]
F2QUZ6	F2QUZ6	unreviewed	F2QUZ6_KOMPC	Uncharacterized protein	PP7435_Chr3-0253	GO:0005886; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q0JZU7	Q0JZU7	unreviewed	Q0JZU7_CUPNH	Glutamate dehydrogenase	gdhA2 H16_B1945	GO:0000166; GO:0004354; GO:0006520		cellular amino acid metabolic process [GO:0006520]	glutamate dehydrogenase (NADP+) activity [GO:0004354]; nucleotide binding [GO:0000166]	glutamate dehydrogenase (NADP+) activity [GO:0004354]; nucleotide binding [GO:0000166]; cellular amino acid metabolic process [GO:0006520]
Q0K7Z3	Q0K7Z3	unreviewed	Q0K7Z3_CUPNH	Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 1	H16_A2799	GO:0008641; GO:0016021	integral component of membrane [GO:0016021]		ubiquitin-like modifier activating enzyme activity [GO:0008641]	integral component of membrane [GO:0016021]; ubiquitin-like modifier activating enzyme activity [GO:0008641]
Q0K324	Q0K324	unreviewed	Q0K324_CUPNH	ABC-type transporter, periplasmic component	H16_B0808					
F2QV41	F2QV41	unreviewed	F2QV41_KOMPC	Putative oxidoreductase	TDA3 PP7435_Chr3-0299	GO:0016021; GO:0016491	integral component of membrane [GO:0016021]		oxidoreductase activity [GO:0016491]	integral component of membrane [GO:0016021]; oxidoreductase activity [GO:0016491]
Q0K513	Q0K513	unreviewed	Q0K513_CUPNH	Ferredoxin	H16_B0105					
F2QQX3	F2QQX3	unreviewed	F2QQX3_KOMPC	25S rRNA maturation and 60S ribosomal subunit assembly involved protein	EBP2 PP7435_Chr2-0104	GO:0005730; GO:0042254	nucleolus [GO:0005730]	ribosome biogenesis [GO:0042254]		nucleolus [GO:0005730]; ribosome biogenesis [GO:0042254]
F2QXJ8	F2QXJ8	unreviewed	F2QXJ8_KOMPC	NADPH:adrenodoxin oxidoreductase, mitochondrial, EC 1.18.1.6	ARH1 PP7435_Chr3-1184	GO:0005739; GO:0015039	mitochondrion [GO:0005739]		NADPH-adrenodoxin reductase activity [GO:0015039]	mitochondrion [GO:0005739]; NADPH-adrenodoxin reductase activity [GO:0015039]
Q8KLU8	Q8KLU8	reviewed	ACEK_CUPNH	Isocitrate dehydrogenase kinase/phosphatase, IDH kinase/phosphatase, IDHK/P, EC 2.7.11.5, EC 3.1.3.-	aceK H16_A0168	GO:0004674; GO:0004721; GO:0005524; GO:0005737; GO:0006006; GO:0006097; GO:0006099; GO:0008772; GO:0016310	cytoplasm [GO:0005737]	glucose metabolic process [GO:0006006]; glyoxylate cycle [GO:0006097]; phosphorylation [GO:0016310]; tricarboxylic acid cycle [GO:0006099]	[isocitrate dehydrogenase (NADP+)] kinase activity [GO:0008772]; ATP binding [GO:0005524]; phosphoprotein phosphatase activity [GO:0004721]; protein serine/threonine kinase activity [GO:0004674]	cytoplasm [GO:0005737]; [isocitrate dehydrogenase (NADP+)] kinase activity [GO:0008772]; ATP binding [GO:0005524]; phosphoprotein phosphatase activity [GO:0004721]; protein serine/threonine kinase activity [GO:0004674]; glucose metabolic process [GO:0006006]; glyoxylate cycle [GO:0006097]; phosphorylation [GO:0016310]; tricarboxylic acid cycle [GO:0006099]
Q0KEH3	Q0KEH3	unreviewed	Q0KEH3_CUPNH	Probable protein kinase UbiB, EC 2.7.-.- (Ubiquinone biosynthesis protein UbiB)	aarF ubiB H16_A0448	GO:0004672; GO:0005524; GO:0005886; GO:0006468; GO:0006744; GO:0010795; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	protein phosphorylation [GO:0006468]; regulation of ubiquinone biosynthetic process [GO:0010795]; ubiquinone biosynthetic process [GO:0006744]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein phosphorylation [GO:0006468]; regulation of ubiquinone biosynthetic process [GO:0010795]; ubiquinone biosynthetic process [GO:0006744]
Q0K983	Q0K983	unreviewed	Q0K983_CUPNH	ATP-dependent helicase	hrpA H16_A2342	GO:0003676; GO:0003724; GO:0005524			ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]	ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]
F2QQA3	F2QQA3	unreviewed	F2QQA3_KOMPC	Transcription elongation factor 1 homolog	ELF1 PP7435_Chr1-1468	GO:0003746; GO:0005634; GO:0046872	nucleus [GO:0005634]		metal ion binding [GO:0046872]; translation elongation factor activity [GO:0003746]	nucleus [GO:0005634]; metal ion binding [GO:0046872]; translation elongation factor activity [GO:0003746]
F2QLE9	F2QLE9	unreviewed	F2QLE9_KOMPC	Protein kinase C signaling pathway involved MAPKK protein	MKK1 PP7435_Chr1-1051	GO:0004674; GO:0005524; GO:0006468		protein phosphorylation [GO:0006468]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; protein phosphorylation [GO:0006468]
Q0K1H1	Q0K1H1	unreviewed	Q0K1H1_CUPNH	Transcriptional regulator, PAAX-family	H16_B1364	GO:0006351		transcription, DNA-templated [GO:0006351]		transcription, DNA-templated [GO:0006351]
Q0K7I4	Q0K7I4	unreviewed	Q0K7I4_CUPNH	Cobyric acid synthase	cbiP cobQ H16_A2961	GO:0006541; GO:0009236; GO:0015420; GO:0016874		cobalamin biosynthetic process [GO:0009236]; glutamine metabolic process [GO:0006541]	ABC-type vitamin B12 transporter activity [GO:0015420]; ligase activity [GO:0016874]	ABC-type vitamin B12 transporter activity [GO:0015420]; ligase activity [GO:0016874]; cobalamin biosynthetic process [GO:0009236]; glutamine metabolic process [GO:0006541]
Q0KC12	Q0KC12	unreviewed	Q0KC12_CUPNH	Predicted dehydrogenase, EC 1.-.-.-	H16_A1319	GO:0016491			oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]
F2QQ65	F2QQ65	unreviewed	F2QQ65_KOMPC	Glutathione S-conjugate transporter, vacuolar	YCF1 PP7435_Chr1-1429	GO:0005524; GO:0016021; GO:0140359	integral component of membrane [GO:0016021]		ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]	integral component of membrane [GO:0016021]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]
F2QSH1	F2QSH1	unreviewed	F2QSH1_KOMPC	54S ribosomal protein L27, mitochondrial	MRPL27 PP7435_Chr2-0662	GO:0003735; GO:0005762	mitochondrial large ribosomal subunit [GO:0005762]		structural constituent of ribosome [GO:0003735]	mitochondrial large ribosomal subunit [GO:0005762]; structural constituent of ribosome [GO:0003735]
Q0K644	Q0K644	reviewed	RS4_CUPNH	30S ribosomal protein S4	rpsD H16_A3459	GO:0003735; GO:0006412; GO:0015935; GO:0019843	small ribosomal subunit [GO:0015935]	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
Q0K3W0	Q0K3W0	unreviewed	Q0K3W0_CUPNH	Zn-dependent alcohol dehydrogenase, EC 1.1.1.1	H16_B0517	GO:0004022			alcohol dehydrogenase (NAD+) activity [GO:0004022]	alcohol dehydrogenase (NAD+) activity [GO:0004022]
Q0JZ70	Q0JZ70	unreviewed	Q0JZ70_CUPNH	Radical SAM core domain-containing protein	H16_B2172	GO:0003824; GO:0051536			catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]	catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]
Q0K1S8	Q0K1S8	unreviewed	Q0K1S8_CUPNH	Transcriptional regulator, TetR/AcrR-family	H16_B1256	GO:0003677			DNA binding [GO:0003677]	DNA binding [GO:0003677]
Q0JYG0	Q0JYG0	unreviewed	Q0JYG0_CUPNH	Uncharacterized protein	H16_B2432					
F2QYQ9	F2QYQ9	unreviewed	F2QYQ9_KOMPC	ACB domain-containing protein	PP7435_Chr4-0369	GO:0000062			fatty-acyl-CoA binding [GO:0000062]	fatty-acyl-CoA binding [GO:0000062]
F2QZ14	F2QZ14	unreviewed	F2QZ14_KOMPC	[PSI+] inducibility protein 3	PIN3 PP7435_Chr4-0476					
Q0KAI8	Q0KAI8	unreviewed	Q0KAI8_CUPNH	Asp-tRNA Asn / Glu-tRNA Gln amidotransferase A subunit or related amidase, EC 6.3.5.-	H16_A1882	GO:0016740; GO:0016874			ligase activity [GO:0016874]; transferase activity [GO:0016740]	ligase activity [GO:0016874]; transferase activity [GO:0016740]
Q0K2J8	Q0K2J8	unreviewed	Q0K2J8_CUPNH	Uncharacterized protein	H16_B0985					
Q0K1Y6	Q0K1Y6	unreviewed	Q0K1Y6_CUPNH	Alkyldihydroxyacetonephosphate synthase, EC 2.5.1.26	H16_B1197	GO:0008609; GO:0016491; GO:0071949			alkylglycerone-phosphate synthase activity [GO:0008609]; FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]	alkylglycerone-phosphate synthase activity [GO:0008609]; FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]
Q0KD85	Q0KD85	unreviewed	Q0KD85_CUPNH	Predicted membrane protein	H16_A0890	GO:0016021	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]
Q0KFG0	Q0KFG0	unreviewed	Q0KFG0_CUPNH	Dienelactone hydrolase or related enzyme, EC 3.1.1.-	H16_A0109	GO:0016787			hydrolase activity [GO:0016787]	hydrolase activity [GO:0016787]
F2R053	F2R053	unreviewed	F2R053_KOMPC	Histone deacetylase complex subunit	RXT2 PP7435_Chr4-0879	GO:0016575		histone deacetylation [GO:0016575]		histone deacetylation [GO:0016575]
Q0K261	Q0K261	unreviewed	Q0K261_CUPNH	CDP-diacylglycerol-serine O-phosphatidyltransferase	H16_B1122	GO:0008654; GO:0016021; GO:0016780	integral component of membrane [GO:0016021]	phospholipid biosynthetic process [GO:0008654]	phosphotransferase activity, for other substituted phosphate groups [GO:0016780]	integral component of membrane [GO:0016021]; phosphotransferase activity, for other substituted phosphate groups [GO:0016780]; phospholipid biosynthetic process [GO:0008654]
Q0JYD6	Q0JYD6	unreviewed	Q0JYD6_CUPNH	Transcriptional regulator, GntR-family	H16_B2456	GO:0003677; GO:0003700			DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
Q0K143	Q0K143	unreviewed	Q0K143_CUPNH	Uncharacterized protein	H16_B1494					
F2QY20	F2QY20	unreviewed	F2QY20_KOMPC	Mitochondrial ribosome associating protein	MRX3 PP7435_Chr4-0123					
Q0K0K9	Q0K0K9	unreviewed	Q0K0K9_CUPNH	Lysine/ornithine N-monooxygenase, EC 1.13.12.-	pvdA H16_B1680	GO:0004497; GO:0044249; GO:1901566		cellular biosynthetic process [GO:0044249]; organonitrogen compound biosynthetic process [GO:1901566]	monooxygenase activity [GO:0004497]	monooxygenase activity [GO:0004497]; cellular biosynthetic process [GO:0044249]; organonitrogen compound biosynthetic process [GO:1901566]
F2QVS3	F2QVS3	unreviewed	F2QVS3_KOMPC	Uncharacterized protein	PP7435_Chr3-0542					
Q0K409	Q0K409	unreviewed	Q0K409_CUPNH	Radical SAM core domain-containing protein	H16_B0468	GO:0016491; GO:0046872; GO:0051536			iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]
F2QNY5	F2QNY5	unreviewed	F2QNY5_KOMPC	IFRD domain-containing protein	PP7435_Chr1-0578					
Q0KAA5	Q0KAA5	unreviewed	Q0KAA5_CUPNH	Benzoate operon transcriptional regulator,LysR-family	benM H16_A1965	GO:0003700			DNA-binding transcription factor activity [GO:0003700]	DNA-binding transcription factor activity [GO:0003700]
Q0K5S0	Q0K5S0	unreviewed	Q0K5S0_CUPNH	Enoyl-CoA hydratase, EC 4.2.1.17	H16_A3593	GO:0004300; GO:0005737	cytoplasm [GO:0005737]		enoyl-CoA hydratase activity [GO:0004300]	cytoplasm [GO:0005737]; enoyl-CoA hydratase activity [GO:0004300]
F2QPF3	F2QPF3	unreviewed	F2QPF3_KOMPC	Transcription factor	SPT8 PP7435_Chr1-1151					
F2QQZ6	F2QQZ6	unreviewed	F2QQZ6_KOMPC	EKC/KEOPS complex subunit GON7	GON7 PP7435_Chr2-0127	GO:0005634	nucleus [GO:0005634]			nucleus [GO:0005634]
F2QWB9	F2QWB9	unreviewed	F2QWB9_KOMPC	54S ribosomal protein, mitochondrial	IMG1 PP7435_Chr3-0743	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]	translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
F2QUZ0	F2QUZ0	unreviewed	F2QUZ0_KOMPC	Clu domain-containing protein	CLU1 PP7435_Chr3-1622	GO:0005737; GO:0006996	cytoplasm [GO:0005737]	organelle organization [GO:0006996]		cytoplasm [GO:0005737]; organelle organization [GO:0006996]
F2QWW8	F2QWW8	unreviewed	F2QWW8_KOMPC	Broad-specificity lysophospholipid acyltransferase	ALE1 PP7435_Chr3-0950	GO:0016021; GO:0016746	integral component of membrane [GO:0016021]		acyltransferase activity [GO:0016746]	integral component of membrane [GO:0016021]; acyltransferase activity [GO:0016746]
Q0KCT6	Q0KCT6	unreviewed	Q0KCT6_CUPNH	ABC-type transporter, periplasmic component: HAAT family	H16_A1043					
F2QPM1	F2QPM1	unreviewed	F2QPM1_KOMPC	Metacaspase-1	MCA1 PP7435_Chr1-1222	GO:0006508; GO:0006915; GO:0008234		apoptotic process [GO:0006915]; proteolysis [GO:0006508]	cysteine-type peptidase activity [GO:0008234]	cysteine-type peptidase activity [GO:0008234]; apoptotic process [GO:0006915]; proteolysis [GO:0006508]
Q0KC68	Q0KC68	unreviewed	Q0KC68_CUPNH	Probable taurine catabolism dioxygenase, EC 1.14.11.-	H16_A1263	GO:0051213			dioxygenase activity [GO:0051213]	dioxygenase activity [GO:0051213]
F2QX77	F2QX77	unreviewed	F2QX77_KOMPC	Heat shock protein regulator	HCH1 PP7435_Chr3-1062	GO:0001671; GO:0051087; GO:0051879			ATPase activator activity [GO:0001671]; chaperone binding [GO:0051087]; Hsp90 protein binding [GO:0051879]	ATPase activator activity [GO:0001671]; chaperone binding [GO:0051087]; Hsp90 protein binding [GO:0051879]
F2QYS1	F2QYS1	unreviewed	F2QYS1_KOMPC	Uncharacterized protein	PP7435_Chr4-0381					
Q0K5K3	Q0K5K3	unreviewed	Q0K5K3_CUPNH	ABC-type transporter, ATPase component: HAAT family, EC 3.6.3.22	H16_A3661	GO:0005524; GO:0005886; GO:0016787	plasma membrane [GO:0005886]		ATP binding [GO:0005524]; hydrolase activity [GO:0016787]	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]
Q0KA33	Q0KA33	unreviewed	Q0KA33_CUPNH	Phosphoenolpyruvate synthase, PEP synthase, EC 2.7.9.2 (Pyruvate, water dikinase)	ppsA H16_A2038	GO:0005524; GO:0006090; GO:0006094; GO:0008986; GO:0016310; GO:0046872		gluconeogenesis [GO:0006094]; phosphorylation [GO:0016310]; pyruvate metabolic process [GO:0006090]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; pyruvate, water dikinase activity [GO:0008986]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; pyruvate, water dikinase activity [GO:0008986]; gluconeogenesis [GO:0006094]; phosphorylation [GO:0016310]; pyruvate metabolic process [GO:0006090]
A0A1G4KQW0	A0A1G4KQW0	unreviewed	A0A1G4KQW0_KOMPC	TRAPII complex subunit	TCA17 PP7435_Chr4-1565	GO:0005737; GO:0006888	cytoplasm [GO:0005737]	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]		cytoplasm [GO:0005737]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]
F2QLA9	F2QLA9	unreviewed	F2QLA9_KOMPC	Nuclear transport (Karyopherin beta)	KAP104 PP7435_Chr1-0016	GO:0005634; GO:0005737; GO:0006606; GO:0031267	cytoplasm [GO:0005737]; nucleus [GO:0005634]	protein import into nucleus [GO:0006606]	small GTPase binding [GO:0031267]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; small GTPase binding [GO:0031267]; protein import into nucleus [GO:0006606]
Q0KAH0	Q0KAH0	unreviewed	Q0KAH0_CUPNH	Transcriptional regulator, LysR-family	H16_A1900	GO:0003700			DNA-binding transcription factor activity [GO:0003700]	DNA-binding transcription factor activity [GO:0003700]
F2QUU1	F2QUU1	unreviewed	F2QUU1_KOMPC	Translation initiation factor eIF4E	CDC33 PP7435_Chr3-0197	GO:0003723; GO:0003743			RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]	RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]
Q0KFF9	Q0KFF9	unreviewed	Q0KFF9_CUPNH	Uncharacterized protein	H16_A0110					
Q0K6E6	Q0K6E6	unreviewed	Q0K6E6_CUPNH	Efflux pump membrane transporter	acrB6 H16_A3356	GO:0005886; GO:0015562; GO:0016021; GO:0042908	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	xenobiotic transport [GO:0042908]	efflux transmembrane transporter activity [GO:0015562]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; efflux transmembrane transporter activity [GO:0015562]; xenobiotic transport [GO:0042908]
Q0KB03	Q0KB03	unreviewed	Q0KB03_CUPNH	Transcriptional regulator, LacI-family	H16_A1693	GO:0003677; GO:0006355		regulation of transcription, DNA-templated [GO:0006355]	DNA binding [GO:0003677]	DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]
Q0K2J6	Q0K2J6	unreviewed	Q0K2J6_CUPNH	Enoyl-CoA hydratase/isomerase family protein	H16_B0987	GO:0005737; GO:0016853	cytoplasm [GO:0005737]		isomerase activity [GO:0016853]	cytoplasm [GO:0005737]; isomerase activity [GO:0016853]
F2QLZ0	F2QLZ0	unreviewed	F2QLZ0_KOMPC	Putative oxidoreductase	PP7435_Chr1-0111	GO:0016021	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]
F2QXF5	F2QXF5	unreviewed	F2QXF5_KOMPC	Uncharacterized protein	PP7435_Chr3-1140	GO:0016021	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]
Q0K6Z3	Q0K6Z3	unreviewed	Q0K6Z3_CUPNH	Malic enzyme (NAD-binding), EC 1.1.1.38	maeA H16_A3153	GO:0004471; GO:0006108; GO:0008948; GO:0016746; GO:0046872; GO:0051287		malate metabolic process [GO:0006108]	acyltransferase activity [GO:0016746]; malate dehydrogenase (decarboxylating) (NAD+) activity [GO:0004471]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; oxaloacetate decarboxylase activity [GO:0008948]	acyltransferase activity [GO:0016746]; malate dehydrogenase (decarboxylating) (NAD+) activity [GO:0004471]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; oxaloacetate decarboxylase activity [GO:0008948]; malate metabolic process [GO:0006108]
F2QZW7	F2QZW7	unreviewed	F2QZW7_KOMPC	Mitochondrial type 2C protein phosphatase (PP2C)	PTC5 PP7435_Chr4-0791	GO:0004722; GO:0006470; GO:0016021	integral component of membrane [GO:0016021]	protein dephosphorylation [GO:0006470]	protein serine/threonine phosphatase activity [GO:0004722]	integral component of membrane [GO:0016021]; protein serine/threonine phosphatase activity [GO:0004722]; protein dephosphorylation [GO:0006470]
